customer_id,customer_name,gender,age,customer_type,city,join_date,email,phone,loyalty_points,is_outlier_loyalty,is_outlier
532,Customer_0532,Other,48,Occasional,Chennai,2021-01-28,cust0532@email.com,+91-8063140236,845,False,False
533,Customer_0533,Other,20,VIP,Delhi,2020-04-03,cust0533@email.com,+91-8278650124,2809,False,False
534,Customer_0534,Female,38,Regular,Chennai,2021-02-14,cust0534@email.com,+91-7138428506,1216,False,False
535,Customer_0535,Female,43,VIP,Chennai,2020-02-22,cust0535@email.com,+91-8931585714,4713,False,False
536,Customer_0536,Female,53,Regular,Goa,2021-08-27,cust0536@email.com,+91-8128782794,3260,False,False
537,Customer_0537,Female,59,Regular,Goa,2021-02-28,cust0537@email.com,+91-8497126699,3145,False,False
538,Customer_0538,Male,54,Occasional,Goa,2020-07-31,cust0538@email.com,+91-7373589152,2263,False,False
539,Customer_0539,Male,39,Occasional,Chennai,2021-02-19,cust0539@email.com,+91-8885790857,2337,False,False
540,Customer_0540,Male,59,Regular,Chennai,2020-02-19,cust0540@email.com,+91-7504169141,444,False,False
541,Customer_0541,Female,29,Occasional,Delhi,2020-11-09,cust0541@email.com,+91-8017675569,922,False,False
542,Customer_0542,Female,59,Regular,Bangalore,2021-02-01,cust0542@email.com,+91-7901419863,4288,False,False
543,Customer_0543,Male,30,Regular,Goa,2020-11-15,cust0543@email.com,+91-9525113890,4384,False,False
544,Customer_0544,Female,28,Regular,Delhi,2020-01-19,cust0544@email.com,+91-9959806220,2630,False,False
545,Customer_0545,Female,33,New,Delhi,2021-03-05,cust0545@email.com,+91-8505947987,1167,False,False
546,Customer_0546,Male,25,Occasional,Mumbai,2020-06-13,cust0546@email.com,+91-9621054475,3963,False,False
547,Customer_0547,Male,57,Occasional,Goa,2021-08-24,cust0547@email.com,+91-9717729159,3441,False,False
548,Customer_0548,Female,57,Occasional,Delhi,2021-06-19,cust0548@email.com,+91-8838963536,3512,False,False
549,Customer_0549,Female,62,New,Mumbai,2020-10-28,cust0549@email.com,+91-7712885628,895,False,False
550,Customer_0550,Female,19,Regular,Goa,2020-02-21,cust0550@email.com,+91-9646349248,3722,False,False
551,Customer_0551,Female,47,VIP,Chennai,2020-12-09,cust0551@email.com,+91-7598009614,2060,False,False
552,Customer_0552,Female,47,VIP,Mumbai,2020-02-08,cust0552@email.com,+91-7887424665,3034,False,False
553,Customer_0553,Female,29,Occasional,Chennai,2021-07-07,cust0553@email.com,+91-7888812214,2387,False,False
554,Customer_0554,Female,27,Regular,Bangalore,2020-04-11,cust0554@email.com,+91-7254939955,1897,False,False
555,Customer_0555,Female,61,VIP,Bangalore,2020-05-29,cust0555@email.com,+91-9448450685,1799,False,False
556,Customer_0556,Male,28,Regular,Bangalore,2021-02-27,cust0556@email.com,+91-8506741005,4407,False,False
557,Customer_0557,Male,32,Occasional,Bangalore,2020-11-12,cust0557@email.com,+91-9286128610,2780,False,False
558,Customer_0558,Male,33,VIP,Delhi,2020-06-19,cust0558@email.com,+91-8207250969,1127,False,False
559,Customer_0559,Female,34,Regular,Bangalore,2022-01-01,cust0559@email.com,+91-9563484242,338,False,False
560,Customer_0560,Female,43,New,Delhi,2021-02-24,cust0560@email.com,+91-9313993297,4454,False,False
561,Customer_0561,Female,19,Regular,Delhi,2021-03-14,cust0561@email.com,+91-7723175276,1172,False,False
562,Customer_0562,Male,67,New,Goa,2021-05-31,cust0562@email.com,+91-8390081665,2808,False,False
563,Customer_0563,Male,29,Occasional,Delhi,2020-10-18,cust0563@email.com,+91-8256856463,4863,False,False
564,Customer_0564,Male,68,Regular,Delhi,2020-05-18,cust0564@email.com,+91-8242676804,3029,False,False
565,Customer_0565,Male,43,Regular,Bangalore,2020-04-20,cust0565@email.com,+91-9459880594,2089,False,False
566,Customer_0566,Female,40,New,Delhi,2020-03-02,cust0566@email.com,+91-8148229704,4297,False,False
567,Customer_0567,Male,35,Regular,Chennai,2021-02-06,cust0567@email.com,+91-9209395548,3017,False,False
568,Customer_0568,Male,49,Regular,Bangalore,2020-09-12,cust0568@email.com,+91-9917568337,4559,False,False
569,Customer_0569,Female,66,Regular,Mumbai,2020-10-06,cust0569@email.com,+91-7408988968,448,False,False
570,Customer_0570,Male,55,Occasional,Bangalore,2020-10-06,cust0570@email.com,+91-7582349911,4893,False,False
571,Customer_0571,Female,64,Occasional,Delhi,2020-02-10,cust0571@email.com,+91-8767792297,793,False,False
572,Customer_0572,Female,20,Regular,Chennai,2021-05-28,cust0572@email.com,+91-7254630933,436,False,False
573,Customer_0573,Male,55,Regular,Bangalore,2020-07-27,cust0573@email.com,+91-8191095508,4626,False,False
574,Customer_0574,Female,20,Regular,Chennai,2020-09-04,cust0574@email.com,+91-9817053070,4660,False,False
575,Customer_0575,Female,47,Regular,Mumbai,2021-07-12,cust0575@email.com,+91-7544980513,1620,False,False
576,Customer_0576,Female,18,Occasional,Mumbai,2020-02-27,cust0576@email.com,+91-7569902893,3501,False,False
577,Customer_0577,Male,47,VIP,Goa,2021-10-07,cust0577@email.com,+91-8072355594,2919,False,False
578,Customer_0578,Female,62,Regular,Goa,2021-03-17,cust0578@email.com,+91-7628110811,4308,False,False
579,Customer_0579,Female,49,Occasional,Bangalore,2020-07-23,cust0579@email.com,+91-8383394833,948,False,False
580,Customer_0580,Male,45,Occasional,Goa,2020-02-22,cust0580@email.com,+91-8063239503,3944,False,False
581,Customer_0581,Male,38,New,Chennai,2020-03-24,cust0581@email.com,+91-9904405303,1127,False,False
582,Customer_0582,Other,63,New,Goa,2020-04-07,cust0582@email.com,+91-8686636869,191,False,False
583,Customer_0583,Female,30,New,Chennai,2021-01-23,cust0583@email.com,+91-9102209245,4012,False,False
584,Customer_0584,Male,44,Regular,Goa,2021-09-28,cust0584@email.com,+91-7610622521,3760,False,False
585,Customer_0585,Female,53,Regular,Goa,2021-05-06,cust0585@email.com,+91-9480023764,3730,False,False
586,Customer_0586,Male,24,Regular,Goa,2020-02-13,cust0586@email.com,+91-9716145826,1403,False,False
587,Customer_0587,Male,39,Regular,Delhi,2021-02-18,cust0587@email.com,+91-8154131362,1990,False,False
588,Customer_0588,Male,27,Occasional,Delhi,2021-05-16,cust0588@email.com,+91-9696435541,1104,False,False
589,Customer_0589,Male,56,New,Goa,2021-06-12,cust0589@email.com,+91-8779083221,4800,False,False
590,Customer_0590,Male,32,New,Chennai,2021-08-04,cust0590@email.com,+91-8611352885,548,False,False
591,Customer_0591,Male,32,New,Bangalore,2021-12-07,cust0591@email.com,+91-8941289685,3448,False,False
592,Customer_0592,Female,21,Occasional,Mumbai,2021-11-15,cust0592@email.com,+91-7324339920,1861,False,False
593,Customer_0593,Male,49,VIP,Delhi,2021-04-26,cust0593@email.com,+91-9721410516,4249,False,False
594,Customer_0594,Male,40,Regular,Goa,2020-09-02,cust0594@email.com,+91-7399839065,570,False,False
595,Customer_0595,Female,23,Regular,Mumbai,2020-04-16,cust0595@email.com,+91-8730230896,1784,False,False
596,Customer_0596,Male,41,VIP,Delhi,2021-10-19,cust0596@email.com,+91-9214542998,2287,False,False
597,Customer_0597,Female,37,Regular,Bangalore,2020-09-22,cust0597@email.com,+91-8194970235,2421,False,False
598,Customer_0598,Male,54,Occasional,Chennai,2020-11-03,cust0598@email.com,+91-9983729287,3972,False,False
599,Customer_0599,Male,37,Regular,Goa,2020-03-28,cust0599@email.com,+91-8585148616,804,False,False
600,Customer_0600,Male,29,VIP,Bangalore,2020-05-22,cust0600@email.com,+91-8952902914,798,False,False
601,Customer_0601,Male,50,New,Delhi,2021-06-16,cust0601@email.com,+91-9096135091,3275,False,False
602,Customer_0602,Male,45,Regular,Goa,2020-01-19,cust0602@email.com,+91-8405696743,610,False,False
603,Customer_0603,Male,25,New,Mumbai,2020-12-04,cust0603@email.com,+91-9499480048,1806,False,False
604,Customer_0604,Male,18,Regular,Chennai,2020-08-13,cust0604@email.com,+91-7010621799,4238,False,False
605,Customer_0605,Male,54,Occasional,Delhi,2020-11-18,cust0605@email.com,+91-7400040376,3260,False,False
606,Customer_0606,Male,39,VIP,Chennai,2021-04-27,cust0606@email.com,+91-8969024554,4367,False,False
607,Customer_0607,Male,23,VIP,Goa,2021-08-03,cust0607@email.com,+91-9726619389,3371,False,False
608,Customer_0608,Male,38,New,Bangalore,2020-03-01,cust0608@email.com,+91-9852475970,2473,False,False
609,Customer_0609,Female,49,Regular,Chennai,2020-01-28,cust0609@email.com,+91-9994833348,2093,False,False
610,Customer_0610,Female,52,VIP,Mumbai,2021-12-27,cust0610@email.com,+91-8538554904,2142,False,False
611,Customer_0611,Male,32,Occasional,Delhi,2021-09-14,cust0611@email.com,+91-7272003213,4001,False,False
612,Customer_0612,Female,22,New,Mumbai,2020-10-23,cust0612@email.com,+91-9295335613,3080,False,False
613,Customer_0613,Female,63,Regular,Chennai,2021-05-22,cust0613@email.com,+91-8708176663,4554,False,False
614,Customer_0614,Male,67,New,Bangalore,2021-07-05,cust0614@email.com,+91-7935572425,1432,False,False
615,Customer_0615,Female,65,Occasional,Bangalore,2020-01-20,cust0615@email.com,+91-8845303066,2517,False,False
616,Customer_0616,Female,23,Regular,Mumbai,2020-07-20,cust0616@email.com,+91-7909895115,2857,False,False
617,Customer_0617,Male,42,Occasional,Goa,2020-09-13,cust0617@email.com,+91-9124784519,505,False,False
618,Customer_0618,Male,63,Regular,Goa,2021-11-11,cust0618@email.com,+91-8153356934,1096,False,False
619,Customer_0619,Female,57,Occasional,Bangalore,2020-06-10,cust0619@email.com,+91-8386695233,4179,False,False
620,Customer_0620,Female,46,New,Mumbai,2021-04-21,cust0620@email.com,+91-8218023007,4154,False,False
621,Customer_0621,Male,24,Occasional,Mumbai,2021-08-30,cust0621@email.com,+91-8450647350,1044,False,False
622,Customer_0622,Male,57,Occasional,Mumbai,2020-09-21,cust0622@email.com,+91-9350680837,2204,False,False
623,Customer_0623,Male,30,Occasional,Chennai,2021-08-18,cust0623@email.com,+91-9482206102,3902,False,False
624,Customer_0624,Female,55,Regular,Goa,2020-09-13,cust0624@email.com,+91-7560898021,1352,False,False
625,Customer_0625,Female,35,Regular,Goa,2020-02-18,cust0625@email.com,+91-9431561831,1596,False,False
626,Customer_0626,Male,19,Occasional,Chennai,2020-07-07,cust0626@email.com,+91-9084510429,575,False,False
627,Customer_0627,Male,25,Regular,Delhi,2020-06-08,cust0627@email.com,+91-8476350425,679,False,False
628,Customer_0628,Female,28,Regular,Chennai,2020-05-02,cust0628@email.com,+91-9931538190,4298,False,False
629,Customer_0629,Male,50,Occasional,Mumbai,2021-02-11,cust0629@email.com,+91-7207916194,3712,False,False
630,Customer_0630,Male,55,Regular,Chennai,2020-10-05,cust0630@email.com,+91-7197323378,3828,False,False
631,Customer_0631,Female,65,Regular,Mumbai,2020-04-14,cust0631@email.com,+91-7427670241,1129,False,False
632,Customer_0632,Female,44,Occasional,Bangalore,2020-08-03,cust0632@email.com,+91-9689420564,3904,False,False
633,Customer_0633,Female,37,Regular,Mumbai,2020-10-22,cust0633@email.com,+91-8973888646,3193,False,False
634,Customer_0634,Female,29,New,Goa,2020-06-19,cust0634@email.com,+91-7069927882,317,False,False
635,Customer_0635,Male,60,New,Chennai,2020-10-02,cust0635@email.com,+91-7533594595,3696,False,False
636,Customer_0636,Male,48,VIP,Mumbai,2021-07-23,cust0636@email.com,+91-7678534043,4501,False,False
637,Customer_0637,Female,44,Regular,Delhi,2020-09-02,cust0637@email.com,+91-8895308730,2996,False,False
638,Customer_0638,Male,49,New,Bangalore,2020-09-28,cust0638@email.com,+91-8960730480,3594,False,False
639,Customer_0639,Male,27,New,Delhi,2021-04-11,cust0639@email.com,+91-7002903074,3209,False,False
640,Customer_0640,Male,20,New,Delhi,2021-04-23,cust0640@email.com,+91-8837384013,2542,False,False
641,Customer_0641,Male,62,Regular,Delhi,2020-03-20,cust0641@email.com,+91-7868950062,678,False,False
642,Customer_0642,Male,44,Occasional,Bangalore,2021-03-24,cust0642@email.com,+91-9957479588,1889,False,False
643,Customer_0643,Male,52,New,Bangalore,2020-07-17,cust0643@email.com,+91-7566562369,1643,False,False
644,Customer_0644,Male,48,Occasional,Bangalore,2020-08-23,cust0644@email.com,+91-9791716713,834,False,False
645,Customer_0645,Male,32,Occasional,Bangalore,2020-03-31,cust0645@email.com,+91-8296502486,2241,False,False
646,Customer_0646,Female,33,Occasional,Delhi,2021-05-02,cust0646@email.com,+91-7682802977,2355,False,False
647,Customer_0647,Female,30,Occasional,Goa,2021-03-26,cust0647@email.com,+91-8176904638,1668,False,False
648,Customer_0648,Female,66,Regular,Goa,2020-10-08,cust0648@email.com,+91-7400892179,2553,False,False
649,Customer_0649,Female,52,Occasional,Bangalore,2021-10-14,cust0649@email.com,+91-9811433912,280,False,False
650,Customer_0650,Female,69,Regular,Chennai,2020-01-02,cust0650@email.com,+91-8548058189,2762,False,False
651,Customer_0651,Male,28,Occasional,Mumbai,2021-03-15,cust0651@email.com,+91-8075413763,4703,False,False
652,Customer_0652,Female,38,Regular,Chennai,2021-05-06,cust0652@email.com,+91-7353993484,4578,False,False
653,Customer_0653,Female,68,Occasional,Chennai,2021-03-29,cust0653@email.com,+91-8597056829,1246,False,False
654,Customer_0654,Female,28,Regular,Chennai,2021-01-23,cust0654@email.com,+91-9854043590,1772,False,False
655,Customer_0655,Male,47,VIP,Goa,2021-02-08,cust0655@email.com,+91-9787052438,2164,False,False
656,Customer_0656,Male,65,New,Mumbai,2020-06-27,cust0656@email.com,+91-7710924824,191,False,False
657,Customer_0657,Male,52,Regular,Chennai,2021-10-11,cust0657@email.com,+91-7222424647,2835,False,False
658,Customer_0658,Male,39,Regular,Bangalore,2021-08-13,cust0658@email.com,+91-8702274064,2665,False,False
659,Customer_0659,Female,55,Regular,Goa,2021-07-31,cust0659@email.com,+91-9686949912,2563,False,False
660,Customer_0660,Female,48,New,Bangalore,2021-05-10,cust0660@email.com,+91-8312152192,306,False,False
661,Customer_0661,Male,31,Occasional,Bangalore,2020-12-05,cust0661@email.com,+91-8005640129,531,False,False
662,Customer_0662,Other,41,Occasional,Chennai,2020-01-22,cust0662@email.com,+91-8843532841,4217,False,False
663,Customer_0663,Female,67,Regular,Bangalore,2021-07-29,cust0663@email.com,+91-9815287619,2696,False,False
664,Customer_0664,Male,66,Occasional,Mumbai,2020-01-09,cust0664@email.com,+91-7391697534,4687,False,False
665,Customer_0665,Male,49,New,Bangalore,2021-05-27,cust0665@email.com,+91-7408810792,58,False,False
666,Customer_0666,Male,53,New,Chennai,2021-10-28,cust0666@email.com,+91-7004665657,1573,False,False
667,Customer_0667,Male,49,Occasional,Bangalore,2020-11-03,cust0667@email.com,+91-7916636971,1140,False,False
668,Customer_0668,Male,32,Regular,Goa,2020-11-10,cust0668@email.com,+91-9047869247,1810,False,False
669,Customer_0669,Male,60,Regular,Goa,2021-01-28,cust0669@email.com,+91-7334744286,3198,False,False
670,Customer_0670,Male,52,Regular,Goa,2020-06-25,cust0670@email.com,+91-7569941254,3476,False,False
671,Customer_0671,Male,20,Regular,Delhi,2020-09-11,cust0671@email.com,+91-9549834042,4494,False,False
672,Customer_0672,Female,33,Regular,Goa,2020-11-02,cust0672@email.com,+91-7971482353,2562,False,False
673,Customer_0673,Male,22,Regular,Goa,2021-10-30,cust0673@email.com,+91-9230996082,2852,False,False
674,Customer_0674,Female,38,Occasional,Delhi,2021-06-04,cust0674@email.com,+91-9920503582,941,False,False
675,Customer_0675,Male,27,New,Goa,2020-10-28,cust0675@email.com,+91-8911547690,4623,False,False
676,Customer_0676,Other,36,Occasional,Chennai,2020-11-29,cust0676@email.com,+91-7039887139,1774,False,False
677,Customer_0677,Male,42,New,Goa,2020-05-13,cust0677@email.com,+91-7034628465,1421,False,False
678,Customer_0678,Male,21,VIP,Goa,2020-01-20,cust0678@email.com,+91-9987566830,435,False,False
679,Customer_0679,Other,46,Regular,Delhi,2021-12-12,cust0679@email.com,+91-8475639733,839,False,False
680,Customer_0680,Female,36,VIP,Chennai,2020-05-22,cust0680@email.com,+91-7517946362,4001,False,False
681,Customer_0681,Female,60,Regular,Bangalore,2020-12-08,cust0681@email.com,+91-8813824517,4455,False,False
682,Customer_0682,Male,19,Occasional,Mumbai,2020-08-31,cust0682@email.com,+91-9980840461,4959,False,False
683,Customer_0683,Male,27,Regular,Chennai,2021-12-26,cust0683@email.com,+91-7567687951,2681,False,False
684,Customer_0684,Female,60,New,Bangalore,2021-01-06,cust0684@email.com,+91-9051706927,1650,False,False
685,Customer_0685,Female,42,Regular,Chennai,2021-03-02,cust0685@email.com,+91-7304205279,1245,False,False
686,Customer_0686,Female,37,Regular,Bangalore,2020-11-28,cust0686@email.com,+91-7983319304,2261,False,False
687,Customer_0687,Female,65,New,Bangalore,2020-10-29,cust0687@email.com,+91-8645272822,915,False,False
688,Customer_0688,Male,36,Regular,Chennai,2020-06-29,cust0688@email.com,+91-7383674057,2639,False,False
689,Customer_0689,Female,40,VIP,Delhi,2020-06-21,cust0689@email.com,+91-7439921366,3889,False,False
690,Customer_0690,Male,41,VIP,Chennai,2020-04-24,cust0690@email.com,+91-7443247229,4481,False,False
691,Customer_0691,Male,28,New,Chennai,2021-05-21,cust0691@email.com,+91-8345834347,1326,False,False
692,Customer_0692,Male,63,New,Bangalore,2020-08-20,cust0692@email.com,+91-8578665411,3358,False,False
693,Customer_0693,Female,51,New,Mumbai,2021-05-22,cust0693@email.com,+91-8285291868,1585,False,False
694,Customer_0694,Male,45,Regular,Bangalore,2021-03-28,cust0694@email.com,+91-7588965831,3368,False,False
695,Customer_0695,Male,22,New,Goa,2020-10-12,cust0695@email.com,+91-8643774394,388,False,False
696,Customer_0696,Female,22,Occasional,Chennai,2020-08-22,cust0696@email.com,+91-7571858688,2791,False,False
697,Customer_0697,Male,68,Occasional,Chennai,2021-12-03,cust0697@email.com,+91-9755548556,3332,False,False
698,Customer_0698,Female,38,Regular,Delhi,2020-11-29,cust0698@email.com,+91-9908281627,703,False,False
699,Customer_0699,Male,29,VIP,Bangalore,2021-01-22,cust0699@email.com,+91-7613549255,2820,False,False
700,Customer_0700,Female,67,New,Delhi,2020-02-17,cust0700@email.com,+91-7293825615,4959,False,False
701,Customer_0701,Female,21,New,Chennai,2020-02-06,cust0701@email.com,+91-9278515709,1059,False,False
702,Customer_0702,Male,66,Occasional,Bangalore,2020-11-13,cust0702@email.com,+91-9419317349,4174,False,False
703,Customer_0703,Male,59,Regular,Bangalore,2021-07-16,cust0703@email.com,+91-7036398723,1298,False,False
704,Customer_0704,Male,37,Occasional,Goa,2020-09-10,cust0704@email.com,+91-9621301168,1301,False,False
705,Customer_0705,Male,55,New,Goa,2021-08-24,cust0705@email.com,+91-9791815554,673,False,False
706,Customer_0706,Other,42,VIP,Mumbai,2020-04-04,cust0706@email.com,+91-7704875220,2359,False,False
707,Customer_0707,Male,31,Occasional,Goa,2020-07-04,cust0707@email.com,+91-8890212621,4299,False,False
708,Customer_0708,Female,28,Regular,Bangalore,2021-12-05,cust0708@email.com,+91-8508339770,4112,False,False
709,Customer_0709,Male,49,Occasional,Goa,2020-11-24,cust0709@email.com,+91-7915066176,4571,False,False
710,Customer_0710,Female,28,Occasional,Mumbai,2020-05-05,cust0710@email.com,+91-9697583218,3582,False,False
711,Customer_0711,Female,35,New,Chennai,2020-06-03,cust0711@email.com,+91-7650146942,1016,False,False
712,Customer_0712,Female,44,Occasional,Goa,2020-02-23,cust0712@email.com,+91-8768280529,209,False,False
713,Customer_0713,Male,35,Regular,Bangalore,2021-12-05,cust0713@email.com,+91-9646026315,498,False,False
714,Customer_0714,Male,40,Occasional,Chennai,2021-10-08,cust0714@email.com,+91-9948779260,428,False,False
715,Customer_0715,Male,28,Regular,Bangalore,2020-03-14,cust0715@email.com,+91-8900024225,3639,False,False
716,Customer_0716,Female,38,New,Chennai,2020-10-20,cust0716@email.com,+91-7933058809,3151,False,False
717,Customer_0717,Female,61,Occasional,Bangalore,2021-08-16,cust0717@email.com,+91-7372322246,2105,False,False
718,Customer_0718,Other,22,Occasional,Goa,2020-09-16,cust0718@email.com,+91-7431494396,1553,False,False
719,Customer_0719,Male,40,Occasional,Goa,2021-06-29,cust0719@email.com,+91-7601351841,3206,False,False
720,Customer_0720,Female,58,VIP,Mumbai,2021-11-11,cust0720@email.com,+91-7528956230,2569,False,False
721,Customer_0721,Female,42,VIP,Chennai,2021-04-10,cust0721@email.com,+91-9532200677,2628,False,False
722,Customer_0722,Male,58,VIP,Mumbai,2020-12-09,cust0722@email.com,+91-8649404491,1876,False,False
723,Customer_0723,Male,27,Regular,Delhi,2021-01-31,cust0723@email.com,+91-8509834067,4994,False,False
724,Customer_0724,Female,39,Regular,Goa,2021-05-30,cust0724@email.com,+91-8844210621,1067,False,False
725,Customer_0725,Female,36,Regular,Chennai,2020-09-23,cust0725@email.com,+91-8350782959,1506,False,False
726,Customer_0726,Female,18,VIP,Mumbai,2021-02-01,cust0726@email.com,+91-7600566083,3013,False,False
727,Customer_0727,Male,24,Regular,Mumbai,2021-01-21,cust0727@email.com,+91-8064234397,1667,False,False
728,Customer_0728,Female,21,Occasional,Delhi,2020-12-09,cust0728@email.com,+91-8189567020,4588,False,False
729,Customer_0729,Male,18,New,Mumbai,2021-03-23,cust0729@email.com,+91-9768624284,4700,False,False
730,Customer_0730,Male,32,New,Bangalore,2020-10-27,cust0730@email.com,+91-7361845490,4066,False,False
731,Customer_0731,Male,57,Occasional,Goa,2021-04-18,cust0731@email.com,+91-8065869250,947,False,False
732,Customer_0732,Female,29,Occasional,Mumbai,2021-10-10,cust0732@email.com,+91-9376820435,4389,False,False
733,Customer_0733,Female,39,Regular,Mumbai,2020-09-07,cust0733@email.com,+91-9581271298,1171,False,False
734,Customer_0734,Female,39,VIP,Delhi,2021-12-13,cust0734@email.com,+91-9577014150,171,False,False
735,Customer_0735,Male,67,New,Bangalore,2020-06-28,cust0735@email.com,+91-9609592494,4626,False,False
736,Customer_0736,Female,64,Regular,Mumbai,2021-11-09,cust0736@email.com,+91-8223725552,1143,False,False
737,Customer_0737,Male,34,Occasional,Goa,2021-01-08,cust0737@email.com,+91-9965572185,1859,False,False
738,Customer_0738,Female,46,New,Goa,2021-05-17,cust0738@email.com,+91-7115209930,2188,False,False
739,Customer_0739,Male,63,New,Mumbai,2020-03-07,cust0739@email.com,+91-9827829512,2493,False,False
740,Customer_0740,Male,31,Regular,Bangalore,2021-10-23,cust0740@email.com,+91-8295574037,3577,False,False
741,Customer_0741,Male,67,Occasional,Goa,2020-03-05,cust0741@email.com,+91-7882382645,188,False,False
742,Customer_0742,Male,37,Regular,Goa,2021-11-21,cust0742@email.com,+91-9223715568,4076,False,False
743,Customer_0743,Female,67,Regular,Bangalore,2021-12-01,cust0743@email.com,+91-9606731065,157,False,False
744,Customer_0744,Female,65,New,Bangalore,2021-04-23,cust0744@email.com,+91-9188382776,2717,False,False
745,Customer_0745,Male,50,New,Mumbai,2021-06-11,cust0745@email.com,+91-7810230640,1970,False,False
746,Customer_0746,Female,60,New,Chennai,2021-12-12,cust0746@email.com,+91-8682557807,245,False,False
747,Customer_0747,Male,32,Regular,Delhi,2020-04-05,cust0747@email.com,+91-8269343434,2903,False,False
748,Customer_0748,Female,29,New,Chennai,2021-07-29,cust0748@email.com,+91-9775278048,2795,False,False
749,Customer_0749,Female,57,Occasional,Chennai,2021-05-02,cust0749@email.com,+91-7234372626,3824,False,False
750,Customer_0750,Female,37,Regular,Goa,2021-08-25,cust0750@email.com,+91-8027962091,2377,False,False
751,Customer_0751,Male,47,Occasional,Bangalore,2020-09-04,cust0751@email.com,+91-9125526570,849,False,False
752,Customer_0752,Female,55,Regular,Goa,2020-02-16,cust0752@email.com,+91-8657365938,1810,False,False
753,Customer_0753,Female,20,New,Delhi,2021-09-06,cust0753@email.com,+91-7484230338,3986,False,False
754,Customer_0754,Male,45,Occasional,Mumbai,2020-06-03,cust0754@email.com,+91-8035438246,2126,False,False
755,Customer_0755,Male,43,Regular,Delhi,2021-05-23,cust0755@email.com,+91-9145690670,4264,False,False
756,Customer_0756,Female,47,Regular,Goa,2020-09-12,cust0756@email.com,+91-9740542751,3030,False,False
757,Customer_0757,Female,30,Regular,Goa,2020-01-16,cust0757@email.com,+91-9550908958,2307,False,False
758,Customer_0758,Female,30,Regular,Goa,2021-04-14,cust0758@email.com,+91-7304994238,3076,False,False
759,Customer_0759,Female,19,Occasional,Goa,2020-12-20,cust0759@email.com,+91-9268973245,2344,False,False
760,Customer_0760,Female,54,New,Chennai,2021-07-14,cust0760@email.com,+91-7051827414,619,False,False
761,Customer_0761,Male,66,Regular,Mumbai,2020-04-21,cust0761@email.com,+91-8550904983,2902,False,False
762,Customer_0762,Male,55,Regular,Chennai,2020-04-20,cust0762@email.com,+91-8359239702,2407,False,False
763,Customer_0763,Male,19,Occasional,Goa,2021-09-06,cust0763@email.com,+91-7566862173,4452,False,False
764,Customer_0764,Female,53,New,Bangalore,2021-07-18,cust0764@email.com,+91-8661457617,3004,False,False
765,Customer_0765,Male,43,Regular,Chennai,2021-02-17,cust0765@email.com,+91-9441175185,3914,False,False
766,Customer_0766,Female,28,Regular,Goa,2021-09-13,cust0766@email.com,+91-8807595119,2486,False,False
767,Customer_0767,Female,25,Occasional,Goa,2020-05-19,cust0767@email.com,+91-8569434583,3402,False,False
768,Customer_0768,Female,61,Regular,Mumbai,2021-12-06,cust0768@email.com,+91-9346582107,3596,False,False
769,Customer_0769,Male,57,Regular,Delhi,2021-02-16,cust0769@email.com,+91-9933213766,1677,False,False
770,Customer_0770,Female,60,VIP,Chennai,2020-05-22,cust0770@email.com,+91-7742042844,4039,False,False
771,Customer_0771,Male,39,Occasional,Chennai,2020-02-08,cust0771@email.com,+91-9022992405,1304,False,False
772,Customer_0772,Female,37,Occasional,Chennai,2020-12-13,cust0772@email.com,+91-7313497572,4093,False,False
773,Customer_0773,Male,25,VIP,Goa,2020-11-21,cust0773@email.com,+91-7071680424,1963,False,False
774,Customer_0774,Male,46,VIP,Mumbai,2021-06-12,cust0774@email.com,+91-9522707023,3307,False,False
775,Customer_0775,Female,57,Regular,Goa,2021-10-16,cust0775@email.com,+91-7290050198,1361,False,False
776,Customer_0776,Male,43,Occasional,Goa,2020-05-05,cust0776@email.com,+91-7059242317,4294,False,False
777,Customer_0777,Male,47,Regular,Bangalore,2020-01-25,cust0777@email.com,+91-8126077199,1787,False,False
778,Customer_0778,Female,34,Regular,Mumbai,2020-03-30,cust0778@email.com,+91-7926608888,1073,False,False
779,Customer_0779,Female,37,VIP,Chennai,2021-04-28,cust0779@email.com,+91-7171055058,1165,False,False
780,Customer_0780,Female,69,New,Delhi,2021-09-19,cust0780@email.com,+91-7259711746,3599,False,False
781,Customer_0781,Female,33,New,Chennai,2020-01-19,cust0781@email.com,+91-8709289717,2717,False,False
782,Customer_0782,Female,63,Occasional,Goa,2021-02-27,cust0782@email.com,+91-9175875968,3153,False,False
783,Customer_0783,Male,60,Regular,Mumbai,2020-02-01,cust0783@email.com,+91-8230455714,4126,False,False
784,Customer_0784,Male,24,Regular,Mumbai,2020-04-27,cust0784@email.com,+91-9699690577,3055,False,False
785,Customer_0785,Male,33,New,Mumbai,2021-08-31,cust0785@email.com,+91-9151988914,659,False,False
786,Customer_0786,Female,62,Occasional,Bangalore,2020-06-01,cust0786@email.com,+91-8784266819,4642,False,False
787,Customer_0787,Female,64,Occasional,Chennai,2021-11-20,cust0787@email.com,+91-8819241774,2582,False,False
788,Customer_0788,Male,65,New,Bangalore,2021-01-11,cust0788@email.com,+91-8727768349,1129,False,False
789,Customer_0789,Male,44,VIP,Delhi,2020-07-05,cust0789@email.com,+91-7354024760,2274,False,False
790,Customer_0790,Female,40,New,Goa,2020-10-20,cust0790@email.com,+91-9751086697,4466,False,False
