customer_id,customer_name,gender,age,customer_type,city,join_date,email,phone,loyalty_points,age_group,Recency,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,RFM_Group,RFM_Score,Segment
772,Customer_0772,Female,37,Occasional,Chennai,2020-12-13,cust0772@email.com,+91-7313497572,4093,35-44,131.0,7.0,34246.34,3.0,4.0,5.0,345,12.0,Loyal Customers
773,Customer_0773,Male,25,VIP,Goa,2020-11-21,cust0773@email.com,+91-7071680424,1963,25-34,101.0,5.0,23745.75,4.0,3.0,4.0,434,11.0,Loyal Customers
774,Customer_0774,Male,46,VIP,Mumbai,2021-06-12,cust0774@email.com,+91-9522707023,3307,45-54,402.0,4.0,13154.869999999999,1.0,2.0,2.0,122,5.0,Lost / Hibernating
775,Customer_0775,Female,57,Regular,Goa,2021-10-16,cust0775@email.com,+91-7290050198,1361,55+,72.0,6.0,15291.369999999999,4.0,4.0,3.0,443,11.0,Champions
776,Customer_0776,Male,43,Occasional,Goa,2020-05-05,cust0776@email.com,+91-7059242317,4294,35-44,278.0,5.0,42971.39,2.0,3.0,5.0,235,10.0,At Risk
777,Customer_0777,Male,47,Regular,Bangalore,2020-01-25,cust0777@email.com,+91-8126077199,1787,45-54,26.0,7.0,22443.89,5.0,4.0,4.0,544,13.0,Champions
778,Customer_0778,Female,34,Regular,Mumbai,2020-03-30,cust0778@email.com,+91-7926608888,1073,25-34,153.0,7.0,17020.87,3.0,4.0,3.0,343,10.0,Loyal Customers
779,Customer_0779,Female,37,VIP,Chennai,2021-04-28,cust0779@email.com,+91-7171055058,1165,35-44,592.0,3.0,9752.31,1.0,1.0,2.0,112,4.0,Lost / Hibernating
780,Customer_0780,Female,69,New,Delhi,2021-09-19,cust0780@email.com,+91-7259711746,3599,55+,110.0,6.0,16312.28,4.0,4.0,3.0,443,11.0,Champions
781,Customer_0781,Female,33,New,Chennai,2020-01-19,cust0781@email.com,+91-8709289717,2717,25-34,135.0,5.0,14806.86,3.0,3.0,3.0,333,9.0,Loyal Customers
782,Customer_0782,Female,63,Occasional,Goa,2021-02-27,cust0782@email.com,+91-9175875968,3153,55+,179.0,8.0,28669.579999999998,3.0,5.0,5.0,355,13.0,Loyal Customers
783,Customer_0783,Male,60,Regular,Mumbai,2020-02-01,cust0783@email.com,+91-8230455714,4126,55+,245.0,4.0,13171.85,2.0,2.0,2.0,222,6.0,Need Attention
784,Customer_0784,Male,24,Regular,Mumbai,2020-04-27,cust0784@email.com,+91-9699690577,3055,<25,36.0,10.0,34639.15,5.0,5.0,5.0,555,15.0,Champions
785,Customer_0785,Male,33,New,Mumbai,2021-08-31,cust0785@email.com,+91-9151988914,659,25-34,31.0,2.0,20258.88,5.0,1.0,4.0,514,10.0,New Customers
786,Customer_0786,Female,62,Occasional,Bangalore,2020-06-01,cust0786@email.com,+91-8784266819,4642,55+,156.0,6.0,15126.18,3.0,4.0,3.0,343,10.0,Loyal Customers
787,Customer_0787,Female,64,Occasional,Chennai,2021-11-20,cust0787@email.com,+91-8819241774,2582,55+,301.0,2.0,1912.32,2.0,1.0,1.0,211,4.0,About to Sleep
788,Customer_0788,Male,65,New,Bangalore,2021-01-11,cust0788@email.com,+91-8727768349,1129,55+,636.0,2.0,7634.93,1.0,1.0,1.0,111,3.0,Lost / Hibernating
789,Customer_0789,Male,44,VIP,Delhi,2020-07-05,cust0789@email.com,+91-7354024760,2274,35-44,177.0,3.0,9488.93,3.0,1.0,2.0,312,6.0,Promising
790,Customer_0790,Female,40,New,Goa,2020-10-20,cust0790@email.com,+91-9751086697,4466,35-44,91.0,7.0,13859.98,4.0,4.0,2.0,442,10.0,Champions
791,Customer_0791,Male,41,Regular,Bangalore,2020-02-24,cust0791@email.com,+91-9304528350,1468,35-44,216.0,4.0,9882.02,2.0,2.0,2.0,222,6.0,Need Attention
792,Customer_0792,Female,26,VIP,Bangalore,2020-12-18,cust0792@email.com,+91-9309212177,2102,25-34,197.0,6.0,34799.53,3.0,4.0,5.0,345,12.0,Loyal Customers
793,Customer_0793,Female,52,New,Goa,2021-10-23,cust0793@email.com,+91-9645901955,3266,45-54,17.0,6.0,29966.55,5.0,4.0,5.0,545,14.0,Champions
794,Customer_0794,Female,68,Regular,Mumbai,2020-08-01,cust0794@email.com,+91-7655757505,2471,55+,552.0,2.0,8108.469999999999,1.0,1.0,1.0,111,3.0,Lost / Hibernating
795,Customer_0795,Male,37,Occasional,Goa,2020-03-09,cust0795@email.com,+91-8191714875,1151,35-44,419.0,4.0,10918.15,1.0,2.0,2.0,122,5.0,Lost / Hibernating
796,Customer_0796,Female,54,Regular,Chennai,2021-01-17,cust0796@email.com,+91-7359046710,92,45-54,362.0,3.0,5221.14,1.0,1.0,1.0,111,3.0,Lost / Hibernating
797,Customer_0797,Female,59,New,Goa,2021-12-20,cust0797@email.com,+91-8331039957,2566,55+,365.0,3.0,8267.29,1.0,1.0,1.0,111,3.0,Lost / Hibernating
798,Customer_0798,Female,34,Regular,Mumbai,2020-10-28,cust0798@email.com,+91-7339395013,1281,25-34,97.0,5.0,20997.23,4.0,3.0,4.0,434,11.0,Loyal Customers
799,Customer_0799,Female,64,Occasional,Goa,2020-08-18,cust0799@email.com,+91-9196036938,2900,55+,75.0,4.0,13443.220000000001,4.0,2.0,2.0,422,8.0,Potential Loyalists
800,Customer_0800,Female,48,Regular,Bangalore,2021-09-15,cust0800@email.com,+91-7872726570,2799,45-54,50.0,10.0,40652.32,5.0,5.0,5.0,555,15.0,Champions
801,Customer_0801,Female,25,VIP,Delhi,2020-10-15,cust0801@email.com,+91-7667339697,3177,25-34,116.0,5.0,14589.8,3.0,3.0,3.0,333,9.0,Loyal Customers
802,Customer_0802,Male,32,Regular,Bangalore,2020-12-27,cust0802@email.com,+91-9303778262,4511,25-34,29.0,4.0,17546.760000000002,5.0,2.0,3.0,523,10.0,Potential Loyalists
803,Customer_0803,Female,48,Regular,Delhi,2020-03-22,cust0803@email.com,+91-8403381840,2604,45-54,503.0,4.0,17886.62,1.0,2.0,3.0,123,6.0,Lost / Hibernating
804,Customer_0804,Female,47,Occasional,Goa,2020-09-18,cust0804@email.com,+91-8678179022,3881,45-54,499.0,2.0,6086.62,1.0,1.0,1.0,111,3.0,Lost / Hibernating
805,Customer_0805,Male,63,New,Chennai,2020-01-08,cust0805@email.com,+91-9518728422,2413,55+,376.0,3.0,6484.75,1.0,1.0,1.0,111,3.0,Lost / Hibernating
806,Customer_0806,Female,37,Regular,Goa,2021-07-29,cust0806@email.com,+91-9724273037,1544,35-44,86.0,1.0,7342.51,4.0,1.0,1.0,411,6.0,New Customers
807,Customer_0807,Female,56,Regular,Mumbai,2020-10-13,cust0807@email.com,+91-9791039531,3530,55+,54.0,5.0,23178.91,4.0,3.0,4.0,434,11.0,Loyal Customers
808,Customer_0808,Female,29,New,Goa,2021-07-05,cust0808@email.com,+91-9925111890,2646,25-34,23.0,5.0,11784.869999999999,5.0,3.0,2.0,532,10.0,Loyal Customers
809,Customer_0809,Male,66,Occasional,Delhi,2020-07-16,cust0809@email.com,+91-9762327862,4784,55+,10.0,4.0,11390.66,5.0,2.0,2.0,522,9.0,Potential Loyalists
810,Customer_0810,Male,34,New,Bangalore,2020-03-06,cust0810@email.com,+91-7283962143,2058,25-34,621.0,4.0,8647.300000000001,1.0,2.0,1.0,121,4.0,Lost / Hibernating
811,Customer_0811,Other,59,Regular,Chennai,2021-03-31,cust0811@email.com,+91-8332167822,4514,55+,230.0,6.0,31861.2,2.0,4.0,5.0,245,11.0,At Risk
812,Customer_0812,Female,47,Occasional,Goa,2020-04-11,cust0812@email.com,+91-8878988236,1145,45-54,768.0,1.0,5089.87,1.0,1.0,1.0,111,3.0,Lost / Hibernating
813,Customer_0813,Male,46,Regular,Goa,2020-06-29,cust0813@email.com,+91-8024939794,910,45-54,400.0,5.0,13474.269999999999,1.0,3.0,2.0,132,6.0,At Risk
814,Customer_0814,Female,36,Regular,Bangalore,2020-08-24,cust0814@email.com,+91-7248704157,3306,35-44,251.0,2.0,9547.16,2.0,1.0,2.0,212,5.0,About to Sleep
815,Customer_0815,Female,63,VIP,Chennai,2020-09-12,cust0815@email.com,+91-8050032570,1566,55+,134.0,7.0,25943.68,3.0,4.0,4.0,344,11.0,Loyal Customers
816,Customer_0816,Female,28,Occasional,Goa,2020-10-12,cust0816@email.com,+91-7370281126,2395,25-34,305.0,2.0,4480.9,2.0,1.0,1.0,211,4.0,About to Sleep
817,Customer_0817,Female,51,New,Goa,2020-05-05,cust0817@email.com,+91-8866092821,3005,45-54,503.0,1.0,3266.11,1.0,1.0,1.0,111,3.0,Lost / Hibernating
818,Customer_0818,Male,67,Regular,Delhi,2021-04-02,cust0818@email.com,+91-7498158588,4507,55+,365.0,5.0,17743.46,1.0,3.0,3.0,133,7.0,At Risk
819,Customer_0819,Male,24,Occasional,Delhi,2021-02-05,cust0819@email.com,+91-8947217245,4248,<25,95.0,3.0,4540.31,4.0,1.0,1.0,411,6.0,New Customers
820,Customer_0820,Male,61,Occasional,Mumbai,2021-04-25,cust0820@email.com,+91-9629794700,91,55+,676.0,3.0,12437.58,1.0,1.0,2.0,112,4.0,Lost / Hibernating
821,Customer_0821,Female,51,New,Bangalore,2021-10-05,cust0821@email.com,+91-9614915281,3992,45-54,365.0,3.0,8879.56,1.0,1.0,1.0,111,3.0,Lost / Hibernating
822,Customer_0822,Male,37,Regular,Chennai,2021-03-22,cust0822@email.com,+91-7236346130,330,35-44,6.0,3.0,11039.91,5.0,1.0,2.0,512,8.0,New Customers
823,Customer_0823,Male,67,Regular,Goa,2020-09-27,cust0823@email.com,+91-8328390707,954,55+,109.0,2.0,7311.9,4.0,1.0,1.0,411,6.0,New Customers
824,Customer_0824,Male,55,Occasional,Goa,2021-04-27,cust0824@email.com,+91-9860790008,3780,55+,258.0,6.0,30792.14,2.0,4.0,5.0,245,11.0,At Risk
825,Customer_0825,Female,41,Occasional,Mumbai,2020-09-13,cust0825@email.com,+91-9826313349,2601,35-44,197.0,10.0,35310.11,3.0,5.0,5.0,355,13.0,Loyal Customers
826,Customer_0826,Female,27,Regular,Goa,2020-05-28,cust0826@email.com,+91-7754393408,2977,25-34,106.0,4.0,6236.82,4.0,2.0,1.0,421,7.0,Potential Loyalists
827,Customer_0827,Male,49,New,Bangalore,2020-04-17,cust0827@email.com,+91-7513003815,4289,45-54,78.0,7.0,22749.98,4.0,4.0,4.0,444,12.0,Champions
828,Customer_0828,Male,69,Regular,Mumbai,2020-02-17,cust0828@email.com,+91-7054395639,529,55+,179.0,9.0,28418.54,3.0,5.0,5.0,355,13.0,Loyal Customers
829,Customer_0829,Female,32,New,Bangalore,2020-12-09,cust0829@email.com,+91-7589320181,2892,25-34,183.0,7.0,18896.71,3.0,4.0,3.0,343,10.0,Loyal Customers
830,Customer_0830,Male,54,Regular,Mumbai,2021-01-22,cust0830@email.com,+91-7048750473,1266,45-54,78.0,3.0,13332.31,4.0,1.0,2.0,412,7.0,New Customers
831,Customer_0831,Male,37,VIP,Goa,2021-12-03,cust0831@email.com,+91-7703655804,1473,35-44,43.0,3.0,15180.93,5.0,1.0,3.0,513,9.0,New Customers
832,Customer_0832,Male,20,New,Mumbai,2020-08-13,cust0832@email.com,+91-9132077306,4734,<25,135.0,6.0,19153.3,3.0,4.0,3.0,343,10.0,Loyal Customers
833,Customer_0833,Male,54,Regular,Delhi,2021-02-03,cust0833@email.com,+91-8489087190,1597,45-54,426.0,6.0,15702.22,1.0,4.0,3.0,143,8.0,Can't Lose Them
834,Customer_0834,Male,57,New,Chennai,2021-06-29,cust0834@email.com,+91-9246290917,2525,55+,107.0,5.0,17220.37,4.0,3.0,3.0,433,10.0,Loyal Customers
835,Customer_0835,Female,25,Occasional,Goa,2020-08-20,cust0835@email.com,+91-9221455181,4793,25-34,363.0,3.0,14269.68,1.0,1.0,3.0,113,5.0,Lost / Hibernating
836,Customer_0836,Male,57,New,Chennai,2021-05-29,cust0836@email.com,+91-8113457241,3761,55+,4.0,2.0,3404.3900000000003,5.0,1.0,1.0,511,7.0,New Customers
837,Customer_0837,Female,61,VIP,Goa,2021-01-03,cust0837@email.com,+91-7717100421,2742,55+,37.0,5.0,17993.17,5.0,3.0,3.0,533,11.0,Loyal Customers
838,Customer_0838,Male,40,Regular,Chennai,2021-04-12,cust0838@email.com,+91-8597167064,4635,35-44,83.0,5.0,27912.55,4.0,3.0,5.0,435,12.0,Loyal Customers
839,Customer_0839,Female,57,Regular,Delhi,2021-01-18,cust0839@email.com,+91-7545162815,4425,55+,307.0,4.0,11048.03,2.0,2.0,2.0,222,6.0,Need Attention
840,Customer_0840,Female,28,Regular,Chennai,2021-03-21,cust0840@email.com,+91-8154334685,469,25-34,19.0,6.0,26509.22,5.0,4.0,5.0,545,14.0,Champions
841,Customer_0841,Male,63,Regular,Mumbai,2020-05-01,cust0841@email.com,+91-7507049745,3830,55+,247.0,7.0,33585.31,2.0,4.0,5.0,245,11.0,At Risk
842,Customer_0842,Female,25,Regular,Chennai,2020-01-14,cust0842@email.com,+91-7126084156,533,25-34,93.0,7.0,23126.82,4.0,4.0,4.0,444,12.0,Champions
843,Customer_0843,Male,46,Regular,Goa,2021-03-25,cust0843@email.com,+91-8438861395,4562,45-54,37.0,11.0,17129.9,5.0,5.0,3.0,553,13.0,Champions
844,Customer_0844,Other,47,Occasional,Bangalore,2020-06-11,cust0844@email.com,+91-8843934986,4055,45-54,135.0,4.0,13321.44,3.0,2.0,2.0,322,7.0,Need Attention
845,Customer_0845,Male,27,New,Chennai,2021-12-22,cust0845@email.com,+91-8168147769,3679,25-34,63.0,2.0,7634.88,4.0,1.0,1.0,411,6.0,New Customers
846,Customer_0846,Male,56,Regular,Chennai,2020-07-21,cust0846@email.com,+91-9249936731,4087,55+,75.0,12.0,34669.2,4.0,5.0,5.0,455,14.0,Champions
847,Customer_0847,Male,45,Regular,Chennai,2021-06-20,cust0847@email.com,+91-7274328104,761,45-54,10.0,4.0,13218.39,5.0,2.0,2.0,522,9.0,Potential Loyalists
848,Customer_0848,Other,66,Occasional,Goa,2021-10-06,cust0848@email.com,+91-8129360134,890,55+,70.0,8.0,21341.22,4.0,5.0,4.0,454,13.0,Champions
849,Customer_0849,Female,53,Regular,Chennai,2021-04-29,cust0849@email.com,+91-9476700066,2355,45-54,30.0,4.0,8725.53,5.0,2.0,1.0,521,8.0,Potential Loyalists
850,Customer_0850,Female,30,Regular,Goa,2020-11-11,cust0850@email.com,+91-9695232998,1955,25-34,218.0,1.0,2339.63,2.0,1.0,1.0,211,4.0,About to Sleep
851,Customer_0851,Male,49,Regular,Goa,2020-08-19,cust0851@email.com,+91-7331013265,2971,45-54,30.0,5.0,17513.21,5.0,3.0,3.0,533,11.0,Loyal Customers
852,Customer_0852,Female,53,New,Bangalore,2020-06-12,cust0852@email.com,+91-9130937594,1672,45-54,446.0,3.0,6921.12,1.0,1.0,1.0,111,3.0,Lost / Hibernating
853,Customer_0853,Male,54,New,Mumbai,2021-04-30,cust0853@email.com,+91-8955059570,2836,45-54,274.0,5.0,17550.78,2.0,3.0,3.0,233,8.0,At Risk
854,Customer_0854,Female,43,Occasional,Goa,2020-01-25,cust0854@email.com,+91-9193791472,4927,35-44,81.0,3.0,8421.8,4.0,1.0,1.0,411,6.0,New Customers
855,Customer_0855,Male,39,VIP,Delhi,2020-09-01,cust0855@email.com,+91-8546720356,4939,35-44,254.0,6.0,30418.1,2.0,4.0,5.0,245,11.0,At Risk
856,Customer_0856,Male,21,Occasional,Chennai,2020-03-11,cust0856@email.com,+91-7238109164,3644,<25,36.0,6.0,18064.2,5.0,4.0,3.0,543,12.0,Champions
857,Customer_0857,Male,48,VIP,Delhi,2020-01-04,cust0857@email.com,+91-9145808627,2297,45-54,64.0,3.0,14823.41,4.0,1.0,3.0,413,8.0,New Customers
858,Customer_0858,Male,35,VIP,Chennai,2020-08-17,cust0858@email.com,+91-9434757387,4061,35-44,72.0,4.0,17903.59,4.0,2.0,3.0,423,9.0,Potential Loyalists
859,Customer_0859,Female,55,Occasional,Bangalore,2020-09-30,cust0859@email.com,+91-7716750131,3166,55+,110.0,7.0,25150.72,4.0,4.0,4.0,444,12.0,Champions
860,Customer_0860,Male,41,Regular,Goa,2021-12-15,cust0860@email.com,+91-8579206999,1319,35-44,466.0,2.0,14303.54,1.0,1.0,3.0,113,5.0,Lost / Hibernating
861,Customer_0861,Female,40,Regular,Mumbai,2021-09-28,cust0861@email.com,+91-7675641216,183,35-44,119.0,5.0,20061.69,3.0,3.0,4.0,334,10.0,Loyal Customers
862,Customer_0862,Male,39,Occasional,Goa,2021-03-06,cust0862@email.com,+91-8095715220,1283,35-44,55.0,6.0,23109.25,4.0,4.0,4.0,444,12.0,Champions
863,Customer_0863,Female,19,New,Chennai,2021-05-20,cust0863@email.com,+91-7441973220,2846,<25,11.0,5.0,9606.27,5.0,3.0,2.0,532,10.0,Loyal Customers
864,Customer_0864,Male,48,Occasional,Mumbai,2020-11-13,cust0864@email.com,+91-9464934576,2233,45-54,478.0,5.0,12591.24,1.0,3.0,2.0,132,6.0,At Risk
865,Customer_0865,Male,28,New,Goa,2020-01-24,cust0865@email.com,+91-9895325210,4088,25-34,140.0,8.0,35592.84,3.0,5.0,5.0,355,13.0,Loyal Customers
866,Customer_0866,Female,45,New,Mumbai,2021-04-27,cust0866@email.com,+91-7495354059,1432,45-54,123.0,8.0,38429.4,3.0,5.0,5.0,355,13.0,Loyal Customers
867,Customer_0867,Male,63,Regular,Chennai,2021-02-22,cust0867@email.com,+91-7980989514,3140,55+,66.0,1.0,3084.26,4.0,1.0,1.0,411,6.0,New Customers
868,Customer_0868,Male,49,VIP,Bangalore,2020-02-22,cust0868@email.com,+91-9185386258,1796,45-54,409.0,5.0,19508.28,1.0,3.0,4.0,134,8.0,At Risk
869,Customer_0869,Female,22,VIP,Bangalore,2020-05-16,cust0869@email.com,+91-7011031667,4722,<25,147.0,10.0,36520.65,3.0,5.0,5.0,355,13.0,Loyal Customers
870,Customer_0870,Female,55,New,Goa,2020-12-20,cust0870@email.com,+91-7189141363,2055,55+,168.0,6.0,32876.74,3.0,4.0,5.0,345,12.0,Loyal Customers
871,Customer_0871,Male,27,New,Delhi,2020-09-04,cust0871@email.com,+91-7052776893,3336,25-34,478.0,4.0,11769.630000000001,1.0,2.0,2.0,122,5.0,Lost / Hibernating
872,Customer_0872,Male,57,VIP,Chennai,2020-06-14,cust0872@email.com,+91-8050340486,782,55+,169.0,7.0,27206.89,3.0,4.0,5.0,345,12.0,Loyal Customers
873,Customer_0873,Female,63,Regular,Goa,2020-07-07,cust0873@email.com,+91-7197489159,1507,55+,191.0,3.0,14667.21,3.0,1.0,3.0,313,7.0,Promising
874,Customer_0874,Male,41,New,Goa,2021-01-14,cust0874@email.com,+91-9026213491,4870,35-44,63.0,6.0,11408.71,4.0,4.0,2.0,442,10.0,Champions
875,Customer_0875,Male,52,Regular,Bangalore,2020-10-23,cust0875@email.com,+91-8563267151,3854,45-54,236.0,3.0,7069.67,2.0,1.0,1.0,211,4.0,About to Sleep
876,Customer_0876,Male,61,New,Mumbai,2020-06-17,cust0876@email.com,+91-8644884312,676,55+,131.0,6.0,14904.33,3.0,4.0,3.0,343,10.0,Loyal Customers
877,Customer_0877,Female,65,New,Chennai,2021-01-28,cust0877@email.com,+91-7644608746,1830,55+,130.0,6.0,12154.99,3.0,4.0,2.0,342,9.0,Loyal Customers
878,Customer_0878,Female,40,Occasional,Mumbai,2021-01-06,cust0878@email.com,+91-7768631342,4090,35-44,53.0,3.0,13769.289999999999,5.0,1.0,2.0,512,8.0,New Customers
879,Customer_0879,Male,34,Occasional,Chennai,2020-01-13,cust0879@email.com,+91-7151885397,4306,25-34,91.0,10.0,33810.37,4.0,5.0,5.0,455,14.0,Champions
880,Customer_0880,Male,18,Occasional,Delhi,2020-09-24,cust0880@email.com,+91-9374536171,1360,<25,118.0,3.0,4868.91,3.0,1.0,1.0,311,5.0,Promising
881,Customer_0881,Male,48,Occasional,Bangalore,2021-03-30,cust0881@email.com,+91-9816224192,4585,45-54,98.0,7.0,22282.45,4.0,4.0,4.0,444,12.0,Champions
882,Customer_0882,Female,48,Regular,Delhi,2021-02-22,cust0882@email.com,+91-8801177461,2686,45-54,29.0,3.0,9689.5,5.0,1.0,2.0,512,8.0,New Customers
883,Customer_0883,Male,59,New,Goa,2021-04-19,cust0883@email.com,+91-7964285941,190,55+,337.0,2.0,8054.469999999999,2.0,1.0,1.0,211,4.0,About to Sleep
884,Customer_0884,Male,59,New,Bangalore,2021-05-10,cust0884@email.com,+91-8382129132,842,55+,119.0,8.0,28564.41,3.0,5.0,5.0,355,13.0,Loyal Customers
885,Customer_0885,Female,51,New,Goa,2021-08-31,cust0885@email.com,+91-8066282253,334,45-54,140.0,6.0,18046.95,3.0,4.0,3.0,343,10.0,Loyal Customers
886,Customer_0886,Male,26,Regular,Delhi,2021-06-18,cust0886@email.com,+91-8787808459,1110,25-34,37.0,3.0,8454.49,5.0,1.0,1.0,511,7.0,New Customers
887,Customer_0887,Female,39,New,Chennai,2021-02-12,cust0887@email.com,+91-8374110948,578,35-44,793.0,2.0,9921.67,1.0,1.0,2.0,112,4.0,Lost / Hibernating
888,Customer_0888,Male,30,VIP,Goa,2021-09-01,cust0888@email.com,+91-8165044057,61,25-34,386.0,1.0,5380.389999999999,1.0,1.0,1.0,111,3.0,Lost / Hibernating
889,Customer_0889,Male,42,Regular,Mumbai,2020-07-02,cust0889@email.com,+91-7334522402,386,35-44,44.0,5.0,10502.84,5.0,3.0,2.0,532,10.0,Loyal Customers
890,Customer_0890,Male,65,Regular,Chennai,2020-01-26,cust0890@email.com,+91-9454728281,1169,55+,141.0,10.0,57373.67,3.0,5.0,5.0,355,13.0,Loyal Customers
891,Customer_0891,Female,35,Regular,Chennai,2021-06-26,cust0891@email.com,+91-8601198885,2200,35-44,192.0,5.0,15040.949999999999,3.0,3.0,3.0,333,9.0,Loyal Customers
892,Customer_0892,Female,68,New,Delhi,2021-06-19,cust0892@email.com,+91-7512823094,4714,55+,68.0,5.0,16361.69,4.0,3.0,3.0,433,10.0,Loyal Customers
893,Customer_0893,Female,29,Occasional,Delhi,2021-05-25,cust0893@email.com,+91-9156249415,1683,25-34,194.0,7.0,39563.85,3.0,4.0,5.0,345,12.0,Loyal Customers
894,Customer_0894,Male,57,VIP,Bangalore,2020-08-24,cust0894@email.com,+91-9891911919,486,55+,825.0,2.0,8411.31,1.0,1.0,1.0,111,3.0,Lost / Hibernating
895,Customer_0895,Female,34,Regular,Bangalore,2021-03-24,cust0895@email.com,+91-7226225156,3732,25-34,159.0,5.0,13868.81,3.0,3.0,3.0,333,9.0,Loyal Customers
896,Customer_0896,Male,32,VIP,Mumbai,2020-05-08,cust0896@email.com,+91-7770278136,540,25-34,9.0,7.0,23832.969999999998,5.0,4.0,4.0,544,13.0,Champions
897,Customer_0897,Male,59,Regular,Chennai,2020-07-13,cust0897@email.com,+91-7958572516,2060,55+,407.0,4.0,14688.58,1.0,2.0,3.0,123,6.0,Lost / Hibernating
898,Customer_0898,Female,32,Occasional,Mumbai,2020-04-30,cust0898@email.com,+91-9215233002,4246,25-34,70.0,8.0,34439.55,4.0,5.0,5.0,455,14.0,Champions
899,Customer_0899,Male,32,Occasional,Mumbai,2021-03-18,cust0899@email.com,+91-7197261797,1238,25-34,385.0,8.0,21273.05,1.0,5.0,4.0,154,10.0,Can't Lose Them
900,Customer_0900,Male,56,Regular,Delhi,2021-09-21,cust0900@email.com,+91-8721959126,990,55+,336.0,8.0,29153.23,2.0,5.0,5.0,255,12.0,At Risk
901,Customer_0901,Male,30,New,Mumbai,2021-06-17,cust0901@email.com,+91-7296036788,4467,25-34,310.0,4.0,11599.47,2.0,2.0,2.0,222,6.0,Need Attention
902,Customer_0902,Male,34,Regular,Mumbai,2021-03-04,cust0902@email.com,+91-8997564262,2299,25-34,285.0,3.0,7551.9800000000005,2.0,1.0,1.0,211,4.0,About to Sleep
903,Customer_0903,Male,49,VIP,Goa,2021-05-14,cust0903@email.com,+91-8212498755,3907,45-54,3.0,7.0,23779.85,5.0,4.0,4.0,544,13.0,Champions
904,Customer_0904,Female,26,Occasional,Bangalore,2020-12-28,cust0904@email.com,+91-8334436786,4288,25-34,63.0,3.0,15211.86,4.0,1.0,3.0,413,8.0,New Customers
905,Customer_0905,Male,57,Occasional,Bangalore,2021-07-02,cust0905@email.com,+91-8405746777,1080,55+,56.0,5.0,8898.12,4.0,3.0,1.0,431,8.0,Loyal Customers
906,Customer_0906,Female,37,Regular,Chennai,2021-02-26,cust0906@email.com,+91-7371022983,197,35-44,222.0,6.0,25835.48,2.0,4.0,4.0,244,10.0,At Risk
907,Customer_0907,Female,43,Regular,Bangalore,2021-12-18,cust0907@email.com,+91-9375509447,2194,35-44,102.0,5.0,16176.12,4.0,3.0,3.0,433,10.0,Loyal Customers
908,Customer_0908,Male,44,New,Chennai,2020-01-07,cust0908@email.com,+91-8961709893,1598,35-44,7.0,7.0,16314.49,5.0,4.0,3.0,543,12.0,Champions
909,Customer_0909,Male,38,Regular,Goa,2020-07-04,cust0909@email.com,+91-7034227351,1600,35-44,89.0,5.0,24067.32,4.0,3.0,4.0,434,11.0,Loyal Customers
910,Customer_0910,Male,35,New,Bangalore,2021-08-25,cust0910@email.com,+91-8584496586,3692,35-44,276.0,8.0,39647.18,2.0,5.0,5.0,255,12.0,At Risk
911,Customer_0911,Female,30,New,Goa,2021-03-27,cust0911@email.com,+91-7861876057,3865,25-34,165.0,3.0,2990.96,3.0,1.0,1.0,311,5.0,Promising
912,Customer_0912,Male,33,Regular,Bangalore,2021-11-16,cust0912@email.com,+91-8252391379,683,25-34,4.0,5.0,23634.18,5.0,3.0,4.0,534,12.0,Loyal Customers
913,Customer_0913,Female,26,Regular,Bangalore,2021-11-07,cust0913@email.com,+91-9421531503,3083,25-34,34.0,5.0,20239.100000000002,5.0,3.0,4.0,534,12.0,Loyal Customers
914,Customer_0914,Male,29,VIP,Goa,2020-06-14,cust0914@email.com,+91-8305280521,3989,25-34,57.0,8.0,29135.26,4.0,5.0,5.0,455,14.0,Champions
915,Customer_0915,Female,61,New,Mumbai,2021-03-08,cust0915@email.com,+91-9674551397,332,55+,40.0,4.0,7223.29,5.0,2.0,1.0,521,8.0,Potential Loyalists
916,Customer_0916,Male,55,New,Mumbai,2020-01-18,cust0916@email.com,+91-8041890333,1771,55+,681.0,6.0,16435.44,1.0,4.0,3.0,143,8.0,Can't Lose Them
917,Customer_0917,Male,36,Occasional,Mumbai,2021-08-25,cust0917@email.com,+91-8992549954,4200,35-44,34.0,8.0,42092.03,5.0,5.0,5.0,555,15.0,Champions
918,Customer_0918,Female,24,New,Mumbai,2020-03-19,cust0918@email.com,+91-8581723170,2721,<25,100.0,6.0,11440.54,4.0,4.0,2.0,442,10.0,Champions
919,Customer_0919,Female,52,Regular,Bangalore,2020-08-17,cust0919@email.com,+91-9541293188,806,45-54,44.0,1.0,2388.63,5.0,1.0,1.0,511,7.0,New Customers
920,Customer_0920,Male,65,New,Delhi,2021-09-18,cust0920@email.com,+91-9118967967,1064,55+,29.0,8.0,42547.06,5.0,5.0,5.0,555,15.0,Champions
921,Customer_0921,Female,35,New,Goa,2021-12-20,cust0921@email.com,+91-7839332926,888,35-44,281.0,5.0,17874.39,2.0,3.0,3.0,233,8.0,At Risk
922,Customer_0922,Female,33,Regular,Delhi,2020-05-24,cust0922@email.com,+91-9347454072,2923,25-34,64.0,5.0,22374.9,4.0,3.0,4.0,434,11.0,Loyal Customers
923,Customer_0923,Female,56,Regular,Delhi,2021-03-16,cust0923@email.com,+91-8052811909,320,55+,747.0,5.0,6660.91,1.0,3.0,1.0,131,5.0,At Risk
